Frame	Time	X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3
6041	30.2	820.95331	207.77371	870.52106	752.05219	112.54681	878.7475	528.21527	-196.18507	903.80627
6042	30.205	815.45868	197.43059	855.42883	747.01508	102.2675	866.48846	524.0694	-206.41042	900.7782
6043	30.21	809.65094	186.48822	840.87646	741.34607	91.47467	854.75208	519.84259	-216.86609	898.20428
6044	30.215	803.68134	175.28719	826.80109	735.74908	80.33831	843.49097	515.6748	-227.4819	896.05206
6045	30.22	797.39136	163.60115	813.23547	729.89996	68.95673	832.74243	511.50687	-238.35077	894.36157
6046	30.225	790.82745	151.6306	800.14728	723.76074	57.21447	822.39667	507.3157	-249.69464	893.10205
6047	30.23	783.84564	139.36847	787.57629	717.70862	45.0123	812.52576	503.30872	-261.12454	892.19659
6048	30.235	776.64551	126.64784	775.52686	711.28168	32.53278	803.24377	499.32639	-272.82968	891.82263
6049	30.24	769.32343	113.72469	764.10901	704.78802	19.86275	794.48639	495.48108	-284.7319	891.79816
6050	30.245	761.89154	100.41517	753.2749	698.20361	6.76632	786.32916	491.65436	-296.77023	892.23322
6051	30.25	754.33643	86.80201	743.07257	691.5705	-6.60023	778.64606	487.8887	-309.00003	893.07123
6052	30.255	746.89709	72.53236	733.42816	684.93475	-20.26332	771.63922	484.11642	-321.26239	894.37933
6053	30.26	739.2583	58.1045	724.315	678.24323	-34.09486	765.11127	480.39468	-333.57983	896.14722
6054	30.265	731.54224	43.49201	715.74762	671.48828	-48.22083	759.17365	476.74362	-345.94659	898.61414
6055	30.27	723.74579	28.55202	707.80951	664.72266	-62.52905	753.80975	473.29224	-358.33844	901.69397
6056	30.275	715.81946	13.37797	700.35968	657.91443	-77.06934	748.99524	470.02594	-370.75235	905.48004
6057	30.28	707.80853	-2.0782	693.48309	651.08923	-91.74503	744.85931	466.88419	-383.04935	909.89325
6058	30.285	699.85254	-17.80368	687.16821	644.22888	-106.62125	741.18976	463.89465	-395.39661	914.87097
6059	30.29	691.85022	-33.70587	681.56982	637.4259	-121.61684	738.19958	460.95602	-407.38669	920.51068
6060	30.295	683.79364	-49.72881	676.65131	630.59113	-136.6741	735.92206	458.0181	-419.32632	926.68622
6061	30.3	675.76288	-65.90335	672.44202	623.75513	-151.79137	734.30371	455.13943	-430.99915	933.47565
6062	30.305	667.74652	-82.29917	668.88123	617.02515	-166.95259	733.32391	452.36475	-442.46811	940.79272
6063	30.31	659.67218	-98.70898	666.03589	610.19458	-182.18246	733.07635	449.79041	-453.79404	948.81091
6064	30.315	651.50366	-115.1637	663.91962	603.39374	-197.34534	733.45551	447.42468	-464.78033	957.5899
6065	30.32	643.229	-131.68282	662.38733	596.59924	-212.51907	734.45654	445.31027	-475.47351	966.8598
6066	30.325	634.90375	-148.30247	661.51147	589.77679	-227.60562	736.12811	443.39987	-485.94284	976.81586
6067	30.33	626.62567	-164.80168	661.19916	583.05316	-242.63031	738.39856	441.67136	-495.87677	987.27448
6068	30.335	618.42529	-181.36771	661.68451	576.43738	-257.49954	741.30505	440.00272	-505.32526	998.26135
6069	30.34	610.49396	-197.88132	662.80103	569.98926	-272.24652	744.83789	438.37997	-513.23669	1009.81525
6070	30.345	602.76611	-214.41882	664.55389	563.74194	-286.92578	748.9809	436.59076	-521.65692	1021.73065
6071	30.35	595.21497	-230.89813	666.89215	557.64612	-301.35544	753.69604	435.66983	-530.49976	1033.94263
6072	30.355	587.7843	-247.291	669.7818	551.69421	-315.68478	758.86151	434.60123	-537.74158	1046.79199
6073	30.36	580.40869	-263.85855	673.18066	545.78754	-329.75516	764.67035	433.70566	-544.32904	1060.10742
6074	30.365	573.10638	-280.21005	677.20471	540.12933	-343.69244	770.93311	433.12317	-550.35541	1073.81152
6075	30.37	565.85614	-296.62213	681.70697	534.47314	-357.53021	777.70264	432.69772	-555.87677	1087.90283
6076	30.375	558.74811	-313.02377	686.83246	529.05621	-371.04727	785.06396	432.55243	-560.47253	1102.42651
6077	30.38	551.83771	-329.11368	692.72913	523.74921	-384.07156	793.08344	432.56265	-564.49762	1117.25452
6078	30.385	545.13104	-345.10681	699.23279	518.56061	-397.18256	801.59698	432.84888	-567.91309	1132.46863
6079	30.39	538.51215	-360.99344	706.3761	513.37109	-409.71457	810.73401	433.28195	-570.75031	1147.85193
6080	30.395	531.95782	-376.61322	714.24396	509.03821	-422.50165	820.34204	434.0101	-572.75409	1163.53833
6081	30.4	525.26636	-391.46252	722.91034	504.3125	-434.62247	830.58716	435.0217	-574.40601	1179.42969
6082	30.405	519.10498	-406.86215	732.06073	499.75085	-446.22766	841.50409	436.30612	-575.13782	1195.63831
6083	30.41	512.64087	-421.49646	742.1098	495.28571	-457.44446	853.01337	438.02487	-575.18506	1212.01965
6084	30.415	506.35672	-435.66617	752.86511	490.95847	-468.14175	865.10016	440.08936	-574.73914	1228.58118
6085	30.42	500.14658	-449.29559	764.31262	486.76511	-478.24493	877.81433	442.48523	-573.65472	1245.27368
6086	30.425	494.09192	-462.45605	776.48517	482.72702	-487.84204	891.0415	445.21695	-571.89984	1262.03345
6087	30.43	488.01624	-474.91476	789.3512	478.84244	-496.78497	904.85315	448.2356	-569.62622	1278.76074
6088	30.435	482.15698	-486.64792	802.90167	475.21823	-505.05893	919.10504	451.57361	-566.62427	1295.50989
6089	30.44	476.43106	-497.67792	816.9826	471.75882	-512.63098	933.81769	455.32962	-563.01984	1312.24255
6090	30.445	470.92026	-507.80634	831.57965	468.46869	-519.42151	948.92682	459.4187	-558.92004	1328.77417
6091	30.45	465.55731	-517.16077	846.70947	465.47214	-524.33704	964.3811	464.00183	-554.27344	1345.16504
6092	30.455	460.47675	-525.6687	862.25769	462.71924	-530.65857	979.94537	469.00821	-549.16681	1361.5011
6093	30.46	455.53394	-533.16235	878.04932	460.1698	-535.05292	995.87189	474.2601	-543.45715	1377.55249
6094	30.465	450.97052	-539.81183	894.26508	457.96292	-538.75714	1011.88226	479.8576	-537.21454	1393.276
6095	30.47	446.57352	-545.62378	910.64423	455.97427	-541.71088	1028.05127	485.65726	-530.48218	1408.68433
6096	30.475	442.4881	-550.59186	927.29327	454.35858	-543.69489	1044.23596	491.74484	-523.14252	1423.86597
6097	30.48	438.76807	-554.58411	943.86957	452.95563	-544.93805	1060.49854	498.2645	-515.3598	1438.65564
6098	30.485	435.32034	-557.91278	960.57416	451.94785	-545.38916	1076.5708	505.05746	-507.01392	1452.84802
6099	30.49	432.11487	-560.26117	977.22235	451.13785	-545.23737	1092.58423	512.10675	-497.96628	1466.79895
6100	30.495	429.14185	-561.67413	993.73718	450.69186	-543.94745	1108.28101	519.52075	-488.73392	1479.9895
6101	30.5	426.58365	-562.40045	1010.18213	450.4082	-542.38806	1123.77759	527.19989	-478.94083	1492.60632
6102	30.505	424.2659	-562.12549	1026.29749	450.47641	-539.83319	1138.91187	534.85938	-468.71417	1504.70325
6103	30.51	422.27417	-561.35669	1042.14343	450.88409	-536.62286	1153.74707	542.81537	-458.11044	1516.11218
6104	30.515	420.78036	-559.6051	1057.54053	451.56714	-532.9104	1168.08093	550.76373	-447.06812	1526.86523
6105	30.52	419.52997	-557.46991	1072.50281	452.52002	-528.31964	1181.93384	558.90662	-435.70731	1536.92017
6106	30.525	418.53091	-554.38812	1087.05139	453.72186	-523.34711	1195.2749	567.10986	-423.93961	1546.14172
6107	30.53	417.87747	-550.89661	1100.97485	455.00607	-517.70831	1207.89856	575.14813	-411.94888	1554.66675
6108	30.535	417.36633	-546.58459	1114.39221	456.58319	-511.57513	1220.04504	583.33966	-399.57962	1562.46448
6109	30.54	417.06284	-541.50543	1127.24622	458.3519	-504.24915	1231.5343	591.35046	-386.93649	1569.50317
6110	30.545	417.16913	-536.19922	1139.4209	460.1727	-497.97833	1242.23926	599.39734	-374.16251	1575.77515
6111	30.55	417.28784	-530.27307	1150.96289	462.23984	-490.33597	1252.3678	607.36859	-361.09323	1581.26416
6112	30.555	417.75439	-523.60358	1161.73657	464.27353	-482.04446	1261.75891	615.30231	-348.04382	1586.01575
6113	30.56	418.27054	-516.35187	1171.86438	466.49731	-473.38062	1270.43506	623.02429	-334.55338	1590.04553
6114	30.565	418.86798	-508.54718	1181.17664	468.83087	-464.12518	1278.33777	630.71259	-320.97845	1593.33667
6115	30.57	419.58942	-500.02429	1189.77515	471.13501	-454.33868	1285.44836	638.29529	-307.28665	1595.9115
6116	30.575	420.51089	-490.73694	1197.62537	473.58801	-444.19983	1291.84827	645.78552	-293.49115	1597.72058
6117	30.58	421.39511	-481.00665	1204.6145	475.92542	-433.54697	1297.44312	653.23987	-279.65036	1598.88647
6118	30.585	422.41144	-470.82043	1210.6532	478.44415	-422.4314	1302.20374	660.50171	-265.81683	1599.33777
6119	30.59	423.50998	-459.93439	1215.77563	480.93826	-410.84052	1306.05798	667.42371	-251.85977	1599.21936
6120	30.595	424.65515	-448.67181	1219.99316	483.46127	-398.81396	1309.0791	674.36011	-237.89206	1598.38611
6121	30.6	425.91992	-436.74124	1223.26294	485.98929	-386.49075	1311.28491	681.05536	-223.96542	1596.85291
6122	30.605	427.2005	-424.35809	1225.5968	488.51743	-373.60992	1312.54175	687.39124	-209.9462	1594.75952
6123	30.61	428.65979	-411.43176	1226.9447	491.0329	-360.44006	1312.86572	693.63959	-196.00635	1591.96643
6124	30.615	430.0722	-398.04068	1227.25122	493.56012	-347.00125	1312.26501	699.79004	-182.09244	1588.54749
6125	30.62	431.65314	-384.23822	1226.41162	496.23654	-333.16266	1310.73474	705.56274	-168.08929	1584.48096
6126	30.625	433.33246	-369.99136	1224.69812	498.79834	-319.01086	1308.25562	711.18726	-154.19551	1579.84424
6127	30.63	435.16736	-355.36301	1221.89331	501.48608	-304.58881	1304.9054	716.56091	-140.19385	1574.68152
6128	30.635	437.23114	-340.54855	1218.09692	504.22607	-289.96216	1300.65918	721.69006	-126.31104	1568.9834
6129	30.64	439.3978	-325.36172	1213.22827	507.09369	-275.04312	1295.47424	726.5943	-112.26691	1562.59521
6130	30.645	441.75543	-309.98111	1207.42627	510.03073	-259.97653	1289.37866	731.32806	-98.20541	1555.59937
6131	30.65	444.19409	-294.39481	1200.68115	513.0188	-244.54488	1282.55481	735.92944	-84.19018	1548.02209
6132	30.655	446.9115	-278.73761	1193.07361	516.07867	-229.448	1274.7699	740.3551	-70.23129	1539.88501
6133	30.66	449.83511	-262.85052	1184.47717	519.29938	-214.11061	1266.27417	744.75427	-56.19043	1531.35303
6134	30.665	452.9252	-247.06697	1175.20972	522.62836	-198.74109	1256.96912	748.91626	-42.29552	1522.33228
6135	30.67	456.23877	-231.18266	1164.953	526.15979	-183.25247	1246.86853	752.89819	-28.26643	1512.76074
6136	30.675	459.91794	-215.19324	1153.85022	529.8963	-167.78589	1235.99524	756.68158	-14.37594	1502.66992
6137	30.68	463.94229	-199.07368	1141.82581	533.57837	-152.00664	1224.28625	760.40289	-0.47726	1492.07703
6138	30.685	468.24924	-183.20323	1129.03455	538.01093	-136.95059	1212.03882	764.02179	13.29735	1481.10522
6139	30.69	472.96674	-167.43867	1115.57471	542.37512	-121.71117	1199.10791	767.46741	26.92427	1469.8938
6140	30.695	477.94754	-151.83856	1101.40686	546.87897	-106.86887	1185.70337	770.70697	40.43994	1458.35999
6141	30.7	483.228	-136.78732	1086.84021	551.9281	-91.58436	1171.44836	773.88892	53.96128	1446.5144
6142	30.705	489.4213	-120.88528	1071.17908	557.23804	-76.67027	1156.82239	776.89203	67.46482	1434.33374
6143	30.71	495.96188	-105.71851	1055.18872	562.8927	-61.99963	1141.73132	780.00085	81.01888	1421.77881
6144	30.715	502.86917	-91.0428	1038.84204	569.01337	-47.58989	1126.20947	783.28864	94.48705	1408.92432
6145	30.72	510.3595	-76.70782	1022.2605	575.38727	-33.57116	1110.52563	786.74005	107.80642	1395.78784
6146	30.725	518.14087	-62.91544	1005.64075	582.12885	-19.95979	1094.73401	790.35291	121.00325	1382.53235
6147	30.73	526.25201	-49.6753	989.07092	589.1142	-6.70299	1078.95361	794.06726	134.16942	1369.14368
6148	30.735	534.55762	-36.86063	972.70282	596.42249	6.13661	1063.31287	798.00244	147.29836	1355.63733
6149	30.74	543.09247	-24.52865	956.64978	603.90863	18.53733	1047.90552	802.35651	160.34413	1342.14978
6150	30.745	551.74231	-12.76693	941.0105	611.58606	30.50273	1032.79871	807.11993	173.1749	1328.63135
6151	30.75	560.5882	-1.58628	925.94495	619.44946	41.94897	1018.2085	812.27899	185.65556	1315.32288
6152	30.755	569.39709	9.06897	911.44757	627.37122	52.97283	1004.09167	817.90253	197.65608	1302.21265
6153	30.76	578.03394	19.05052	897.73639	635.45526	63.47098	990.63287	823.8894	209.3781	1289.59021
6154	30.765	586.75433	28.6803	884.85547	643.53131	73.55789	977.87878	830.04926	220.85606	1277.24182
6155	30.77	594.94385	37.91138	872.828	651.52142	83.28298	965.84637	836.65558	232.02402	1265.42505
6156	30.775	603.62091	46.93222	861.51788	659.46991	92.55747	954.63519	843.46442	242.88068	1254.10168
6157	30.78	611.79816	55.47878	851.13043	667.14557	101.40335	944.26941	850.69183	253.12874	1243.4552
6158	30.785	619.9693	63.70443	841.68866	675.19452	110.06921	934.78229	858.22736	262.73071	1233.57507
6159	30.79	627.6333	71.58118	833.19232	682.8515	118.30286	926.13135	865.90662	271.77264	1224.54639
6160	30.795	635.06866	79.32346	825.59106	690.33551	126.32333	918.33484	873.55347	280.19958	1216.37952
6161	30.8	642.30316	87.01022	818.80231	697.6358	134.08882	911.49408	881.25739	288.27664	1209.17834
6162	30.805	649.35797	94.58744	812.83704	704.86609	141.54613	905.45569	888.63354	295.87976	1202.92651
6163	30.81	656.30627	101.89005	807.70837	711.77686	148.82025	900.30804	895.86377	303.04001	1197.68701
6164	30.815	663.0509	109.01974	803.4444	718.65509	155.81926	896.10535	902.91583	309.60938	1193.53845
6165	30.82	668.94989	115.76337	800.04651	725.33087	162.62306	892.77051	909.76416	315.45596	1190.4812
6166	30.825	675.86823	122.84051	797.45758	731.29016	169.11649	890.21857	916.37311	320.66193	1188.59058
6167	30.83	681.93384	129.88406	795.59851	737.88141	175.62947	888.35352	922.68939	325.32895	1187.80225
6168	30.835	687.70282	137.00488	794.41016	743.70929	182.11369	887.6817	928.62933	329.38956	1187.99768
6169	30.84	693.23523	144.18188	793.90002	749.21887	188.28011	887.66351	934.13214	333.05032	1189.24817
6170	30.845	698.78534	151.10608	794.00342	754.5553	194.27429	888.26636	939.14148	336.10223	1191.40918
6171	30.85	704.24969	157.7345	794.65656	759.79932	199.95805	889.48822	943.68689	338.59705	1194.56799
6172	30.855	709.46771	164.2468	795.92578	764.71832	205.45633	891.41351	947.59564	340.5954	1198.65796
6173	30.86	714.70868	170.57069	797.62939	769.53052	210.7245	893.78333	950.93915	342.10883	1203.56287
6174	30.865	719.99872	176.95235	799.71375	774.14777	215.8432	896.69843	953.88379	342.98865	1209.15027
6175	30.87	724.80634	183.29211	802.17755	778.36981	220.77422	900.00873	956.10645	343.53802	1215.36292
6176	30.875	729.46643	189.63312	804.95197	782.41803	225.53369	903.7254	957.87079	343.61823	1222.19348
6177	30.88	733.96069	195.71283	808.06622	786.1792	230.06348	907.79279	959.17072	343.11224	1229.40027
6178	30.885	738.19037	201.25087	811.58447	789.74255	234.21239	912.15594	960.04047	342.13651	1236.94202
6179	30.89	742.56213	206.69991	815.23083	793.17621	238.11418	916.81329	960.49707	340.81601	1244.74719
6180	30.895	746.61841	211.69754	819.21826	796.23474	241.67903	921.67859	960.65924	339.41125	1252.65808
6181	30.9	750.36267	216.4521	823.40613	799.03015	244.89148	926.75073	960.48804	337.73367	1260.55103
6182	30.905	753.73029	220.95222	827.80774	801.49078	247.88884	931.93042	960.1084	336.04565	1268.41052
6183	30.91	756.68048	225.10448	832.44263	803.69922	250.56137	937.30695	959.59705	334.09906	1276.23022
6184	30.915	759.17316	228.96184	837.19519	805.50323	252.93832	942.71857	959.14172	331.88068	1283.79749
6185	30.92	761.39886	232.39464	842.17249	806.92908	254.93257	948.19867	958.82294	329.37296	1291.16895
6186	30.925	763.20825	235.39542	847.19855	808.06885	256.62878	953.71332	958.57037	326.92346	1298.24048
6187	30.93	764.65479	237.93513	852.33081	809.57312	258.25916	959.21942	958.39264	324.57016	1305.04736
6188	30.935	765.77612	240.08205	857.49945	810.3811	259.43225	964.69733	958.27655	322.53229	1311.49939
6189	30.94	766.4527	241.82741	862.68719	810.87091	260.2962	970.12775	958.16541	320.69229	1317.65637
6190	30.945	766.66394	243.17322	867.87567	811.21075	260.81525	975.44177	958.19281	318.84207	1323.47571
6191	30.95	766.55225	244.10599	873.04651	811.16284	261.19479	980.67163	958.44421	317.06464	1328.96313
6192	30.955	766.07782	244.68265	878.18768	810.87512	261.27353	985.73621	958.92383	315.25479	1334.06458
6193	30.96	765.26306	245.04855	883.185	810.42963	261.22955	990.74609	959.55023	313.56143	1338.75256
6194	30.965	764.12292	245.19418	888.12433	809.74402	260.97385	995.49103	960.26654	312.04044	1343.12732
6195	30.97	762.71729	245.0351	892.90735	808.87903	260.49799	1000.11401	960.99585	310.77066	1347.1283
6196	30.975	761.15619	244.6041	897.56696	807.87531	259.83829	1004.48419	961.66113	309.72607	1350.86926
6197	30.98	759.42328	243.81082	902.00244	806.81274	259.14255	1008.70612	962.42322	308.80414	1354.2771
6198	30.985	757.73761	242.85754	906.25354	805.44122	258.09888	1012.65131	963.1167	307.9845	1357.38672
6199	30.99	755.94946	241.6869	910.24097	804.37329	257.19708	1016.37506	963.89392	307.23697	1360.18823
6200	30.995	754.24933	240.58476	914.0011	803.24561	256.17136	1019.84393	964.67139	306.48212	1362.69507
6201	31	752.39667	239.53352	917.47626	802.07257	255.22713	1023.01959	965.37164	305.81494	1364.95007
6202	31.005	750.65546	238.52586	920.69305	800.86115	254.22386	1025.94238	965.93481	305.1897	1367.00598
6203	31.01	748.98938	237.49794	923.55316	799.76514	253.37537	1028.57153	966.36438	304.63123	1368.8197
6204	31.015	747.53925	236.42651	926.1499	798.74597	252.42572	1030.92981	966.68811	304.17471	1370.38123
6205	31.02	746.29712	235.26688	928.40674	797.90564	251.46733	1032.94922	966.91278	303.74869	1371.85535
6206	31.025	745.35345	234.02522	930.34656	797.1225	250.49524	1034.73804	967.01447	303.30145	1373.08215
6207	31.03	744.47339	233.01096	931.88037	796.38104	249.5744	1036.18274	966.93182	302.91559	1374.14075
6208	31.035	743.58276	232.06741	933.17896	795.7384	248.78738	1037.41431	966.6676	302.50427	1375.0719
6209	31.04	742.95624	231.31454	934.2395	795.16272	248.12335	1038.39258	966.30072	302.15662	1375.90173
6210	31.045	742.35272	230.61516	935.02563	794.6319	247.45796	1039.13794	965.89978	301.69785	1376.57898
6211	31.05	741.98492	230.04254	935.49408	794.21545	246.86273	1039.59924	965.36835	301.19971	1377.0509
6212	31.055	741.76166	229.33443	935.66571	793.89539	246.22617	1039.83606	964.8136	300.71606	1377.39221
6213	31.06	741.71997	228.63158	935.63104	793.6792	245.59154	1039.84204	964.19574	300.25735	1377.62476
6214	31.065	741.79639	227.98943	935.40497	793.59741	245.02293	1039.71057	963.40985	299.91806	1377.68176
6215	31.07	741.92773	227.40518	934.90399	793.47284	244.52998	1039.33716	962.6004	299.67349	1377.66919
6216	31.075	742.13623	226.84325	934.27716	793.41888	244.12103	1038.7854	961.8244	299.44836	1377.46277
6217	31.08	742.38416	226.48198	933.45996	793.50696	243.72278	1038.10535	961.06073	299.319	1377.13245
6218	31.085	742.77325	226.12628	932.5235	793.66187	243.38217	1037.23181	960.45734	299.0264	1376.62
6219	31.09	743.20959	225.72166	931.40125	793.88348	243.02251	1036.18823	959.91156	298.80823	1375.98108
6220	31.095	743.78888	225.43764	930.06641	794.19092	242.79517	1035.06677	959.39978	298.65439	1375.19653
6221	31.1	744.43433	225.12439	928.71753	794.5589	242.60786	1033.82727	958.95856	298.6825	1374.26428
6222	31.105	745.14386	224.81155	927.20782	795.00989	242.37175	1032.41724	958.55414	298.85962	1373.23413
6223	31.11	745.99377	224.58809	925.62653	795.57153	242.23906	1030.88293	958.2171	299.22318	1372.07251
6224	31.115	746.74683	224.31491	923.84113	796.09155	242.12668	1029.30811	957.97394	299.54959	1370.82019
6225	31.12	747.69629	224.03732	922.13641	796.81659	242.04439	1027.56921	957.94171	299.94888	1369.31006
6226	31.125	748.66559	223.86012	920.24225	797.57281	242.01196	1025.84082	958.06384	300.42911	1367.8208
6227	31.13	749.70905	223.81772	918.39404	798.39124	242.10492	1023.96515	958.36951	300.97363	1366.1239
6228	31.135	750.72443	223.74413	916.47394	799.2923	242.24577	1022.09552	958.68964	301.634	1364.41833
6229	31.14	751.86975	223.85223	914.4502	800.23444	242.42058	1020.16132	959.15588	302.4913	1362.62646
6230	31.145	753.08276	223.96458	912.44696	801.27893	242.77312	1018.17474	959.65771	303.38171	1360.77869
6231	31.15	754.45154	224.11668	910.39355	802.45593	243.08972	1016.22351	960.18762	304.44537	1358.94897
6232	31.155	755.98114	224.33006	908.38751	803.79456	243.5643	1014.19641	960.8924	305.53339	1357.13062
6233	31.16	757.65424	224.67393	906.30536	805.18304	244.15034	1012.17358	961.70605	306.6716	1355.30627
6234	31.165	759.46759	225.2636	904.22272	806.81342	244.87946	1010.16266	962.59412	307.89609	1353.58057
6235	31.17	761.42792	226.05846	902.19781	808.52753	245.79457	1008.22345	963.51935	309.2421	1351.89014
6236	31.175	763.59906	227.13382	900.19586	810.27411	246.85458	1006.32928	964.58441	310.65314	1350.32935
6237	31.18	765.9903	228.30399	898.31482	812.1391	247.96465	1004.5224	965.68872	312.1051	1348.93945
6238	31.185	768.64917	229.72552	896.45026	814.89862	249.65056	1002.89728	966.8468	313.58768	1347.74902
6239	31.19	771.60846	231.31924	894.74762	817.41388	251.21347	1001.36115	968.13776	315.20041	1346.79419
6240	31.195	774.84912	233.25951	893.18323	820.27417	253.0918	999.99927	969.59027	316.64407	1346.08765
6241	31.2	778.37842	235.51955	891.83875	823.2691	255.24448	998.8595	971.01001	318.21313	1345.69385
6242	31.205	782.21442	238.19234	890.69861	826.52869	257.58533	997.98254	972.57153	319.75092	1345.77795
6243	31.21	786.29303	241.32295	889.75739	830.10828	260.28281	997.39612	974.12006	321.1185	1346.20422
6244	31.215	790.85864	244.83842	889.11194	833.89551	263.23444	997.14374	975.69421	322.46848	1347.12561
6245	31.22	795.73383	248.69046	888.79755	837.91577	266.45804	997.26184	977.29565	323.66458	1348.59924
6246	31.225	800.96594	252.94598	888.80963	842.06134	269.89682	997.63043	978.94531	324.73584	1350.53101
6247	31.23	806.22662	257.38925	889.29987	846.96722	273.67612	998.64441	980.54987	325.63602	1353.03467
6248	31.235	812.49225	262.47983	890.14185	851.85223	277.71484	1000.07898	982.07025	326.47672	1356.21118
6249	31.24	818.69659	267.83521	891.52368	856.91882	281.94431	1001.98291	983.526	327.23697	1359.8457
6250	31.245	825.14612	273.47775	893.47003	862.19324	286.34863	1004.48169	984.96259	327.76468	1364.12878
6251	31.25	831.77777	279.47653	895.94952	867.70032	290.91058	1007.53149	986.3974	328.15793	1369.0083
6252	31.255	838.70477	285.59515	899.07684	873.38867	295.763	1011.21472	987.73706	328.22168	1374.505
6253	31.26	845.78223	292.09198	902.85773	878.99542	300.64185	1015.52954	988.86243	328.1044	1380.6073
6254	31.265	852.97809	298.76285	907.27399	884.79956	305.72476	1020.52344	989.91071	327.81641	1387.33789
6255	31.27	860.02698	305.52188	912.37988	890.72369	310.76596	1026.18518	990.77844	327.12927	1394.66504
6256	31.275	868.05322	312.84073	918.38599	896.6521	315.88971	1032.49988	992.19849	325.94067	1402.46118
6257	31.28	875.57568	319.97702	924.9632	902.58392	321.07611	1039.61865	992.86017	324.74115	1411.02051
6258	31.285	883.15961	327.25717	932.34735	908.47357	326.18402	1047.38208	993.41675	323.08463	1420.03333
6259	31.29	890.80591	334.51733	940.5589	914.4256	331.33484	1055.92224	993.73914	321.06857	1429.59802
6260	31.295	898.10327	341.73782	949.41833	920.28687	336.36026	1065.12598	993.99213	318.60315	1439.65344
6261	31.3	905.88373	349.12006	959.25354	926.02344	341.26611	1075.04688	994.00989	315.79288	1450.20605
6262	31.305	913.28314	356.3887	969.74445	931.71326	346.11523	1085.68445	993.85175	312.63864	1461.22107
6263	31.31	920.6535	363.60892	980.95758	937.23969	350.67123	1096.89368	993.60577	309.02765	1472.52637
6264	31.315	927.8775	370.59286	992.93677	942.67792	355.11331	1108.8103	993.07635	305.10086	1484.24377
6265	31.32	935.04913	377.41467	1005.59265	947.95709	359.30045	1121.2948	992.37317	300.5914	1496.26501
6266	31.325	942.23621	384.10153	1018.87439	953.19348	363.22955	1134.33191	991.24261	295.69052	1508.56238
6267	31.33	949.3761	390.54565	1032.74231	958.21143	366.89624	1147.88147	989.74762	290.34714	1520.93579
6268	31.335	956.37372	396.8082	1047.27759	963.14966	370.24466	1161.91968	987.79364	284.38916	1533.4502
6269	31.34	963.49921	402.94113	1062.36108	967.98505	373.40894	1176.37	985.31403	278.02145	1545.96313
6270	31.345	970.5968	408.78311	1077.96375	972.7002	376.22839	1191.27917	982.24652	271.09048	1558.51892
6271	31.35	977.79193	414.40573	1094.16357	977.33612	378.7634	1206.4939	978.51752	263.62701	1570.82654
6272	31.355	985.00159	419.69382	1110.74146	981.65607	381.05856	1222.09338	973.98022	255.64687	1582.92126
6273	31.36	992.30444	424.73672	1127.92932	985.90393	382.97083	1237.99487	968.92004	247.1716	1594.61316
6274	31.365	999.27045	429.14148	1145.39282	990.39063	384.2514	1254.09131	962.93823	238.39185	1605.8335
6275	31.37	1007.04218	433.63312	1163.57947	994.21289	385.28488	1270.39917	956.18939	229.39185	1616.93384
6276	31.375	1014.5191	437.5556	1182.10022	998.34479	386.12823	1287.05298	948.81714	219.94748	1627.25427
6277	31.38	1021.84369	441.02777	1201.05872	1002.01263	386.4989	1303.78076	940.6778	210.28735	1636.92737
6278	31.385	1029.14307	443.97455	1220.4259	1005.47589	386.49039	1320.64941	931.19739	200.79042	1645.34509
6279	31.39	1036.15247	446.54855	1240.14185	1008.69141	386.04089	1337.62805	922.88995	190.60147	1653.95166
6280	31.395	1043.0697	448.58945	1260.31201	1011.54285	385.13843	1354.64209	911.97302	179.91283	1661.07788
6281	31.4	1049.6698	449.98804	1280.77856	1014.06219	383.81766	1371.63403	901.14233	169.621	1667.25049
6282	31.405	1055.95251	450.83463	1301.4812	1016.24066	382.12067	1388.74072	890.13843	159.4715	1672.40845
6283	31.41	1061.90173	451.02127	1322.521	1017.99341	379.89182	1405.64539	878.34485	149.44162	1676.54297
6284	31.415	1067.35571	450.57846	1343.65747	1019.20782	377.24832	1422.45618	865.90894	139.32605	1679.31213
6285	31.42	1071.98792	449.71671	1364.91016	1019.84357	374.31927	1439.1051	853.68939	129.77119	1680.99744
6286	31.425	1076.99268	447.71988	1386.25415	1020.6767	370.70377	1455.47485	840.91534	120.46771	1681.49097
6287	31.43	1080.91931	445.36646	1407.66479	1020.6507	366.73077	1471.63953	827.73645	111.45545	1680.63623
6288	31.435	1084.37244	442.24872	1429.08203	1020.08734	362.38733	1487.43982	814.41748	103.17539	1678.58862
6289	31.44	1087.10657	438.46857	1450.38635	1018.97949	357.71082	1502.85059	800.83643	95.4626	1675.271
6290	31.445	1089.1272	433.88367	1471.39465	1017.27777	352.61203	1517.86438	787.32599	88.47384	1670.74219
6291	31.45	1090.34216	428.63498	1492.21558	1015.11218	347.15741	1532.34351	773.99438	82.16305	1665.03821
6292	31.455	1090.88501	422.70187	1512.47424	1012.284	341.37918	1546.35254	760.98395	76.64176	1658.34387
6293	31.46	1090.29688	416.28122	1532.20337	1008.65265	335.46066	1559.35669	747.59448	71.40605	1650.40784
